name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
DeMarcus Cousins,New Orleans Pelicans,12/10/17,2017,4258,1610612740,400975140,1,7,4,0,Jump Shot,3PT Field Goal,24,Philadelphia 76ers,-118,218,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/4/17,2017,4258,1610612740,400974884,4,2,9,0,Jump Shot,3PT Field Goal,24,Chicago Bulls,-114,218,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/16/17,2017,3206,1610612763,400975187,4,6,48,0,Jump Shot,2PT Field Goal,22,Boston Celtics,-51,218,0,0,,0,0
Pau Gasol,San Antonio Spurs,11/29/17,2017,996,1610612759,400975062,4,9,6,0,Jump Shot,2PT Field Goal,21,Memphis Grizzlies,-21,218,0,0,,0,0
Aaron Gordon,Orlando Magic,11/22/17,2017,3064290,1610612753,400975012,3,4,16,0,Jump Shot,2PT Field Goal,21,Minnesota Timberwolves,-10,218,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/26/17,2017,3206,1610612763,400975250,1,11,29,1,Jump Shot,2PT Field Goal,21,Phoenix Suns,29,218,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,5,2,52,1,Pullup Jump shot,2PT Field Goal,22,Milwaukee Bucks,46,218,0,0,,0,0
James Harden,Houston Rockets,12/9/17,2017,3992,1610612745,400975135,3,8,51,0,Pullup Jump shot,3PT Field Goal,24,Portland Trail Blazers,114,218,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/7/18,2017,3102531,1610612752,400975333,3,8,54,1,Jump Shot,3PT Field Goal,24,Dallas Mavericks,116,218,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/28/17,2017,3102531,1610612752,400975265,3,9,29,0,Jump Shot,3PT Field Goal,24,San Antonio Spurs,119,218,0,0,,0,0
Goran Dragic,Miami Heat,2/13/18,2017,3423,1610612748,400975593,4,1,28,1,Jump Shot,3PT Field Goal,24,Toronto Raptors,122,218,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/12/17,2017,3102531,1610612752,400975150,3,4,13,1,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,123,218,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,11/5/17,2017,2581018,1610612747,400974896,3,11,20,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,127,218,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,4/6/18,2017,2581018,1610612747,400975936,3,7,8,0,Running Pull-Up Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,127,218,0,0,,0,0
Kyle Lowry,Toronto Raptors,10/25/17,2017,3012,1610612761,400974814,3,9,15,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,129,218,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,11/13/17,2017,2011,1610612739,400974944,2,8,22,0,Jump Shot,3PT Field Goal,25,New York Knicks,130,218,0,0,,0,0
Aaron Gordon,Orlando Magic,3/24/18,2017,3064290,1610612753,400975836,4,5,30,1,Jump Shot,3PT Field Goal,25,Phoenix Suns,130,218,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,2/24/18,2017,2581018,1610612747,400975637,3,5,53,1,Jump Shot,3PT Field Goal,25,Sacramento Kings,134,218,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,3/3/18,2017,2581018,1610612747,400975686,4,11,14,0,Jump Shot,3PT Field Goal,25,San Antonio Spurs,134,218,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/15/17,2017,0,1610612740,0,3,6,28,0,Jump Shot,3PT Field Goal,25,Toronto Raptors,138,218,0,0,,0,0
Aaron Gordon,Orlando Magic,3/20/18,2017,3064290,1610612753,400975804,3,10,45,1,Jump Shot,3PT Field Goal,25,Toronto Raptors,139,218,0,0,,0,0
James Harden,Houston Rockets,1/24/18,2017,3992,1610612745,400975452,1,11,19,1,Jump Shot,3PT Field Goal,25,Dallas Mavericks,141,218,0,0,,0,0
Stephen Curry,Golden State Warriors,11/18/17,2017,3975,1610612744,400974982,4,3,19,0,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,142,218,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/4/17,2017,1966,1610612739,400975095,4,10,50,1,Jump Shot,3PT Field Goal,26,Chicago Bulls,142,218,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/1/18,2017,3206,1610612763,400975507,1,5,41,0,Jump Shot,3PT Field Goal,26,Detroit Pistons,145,218,0,0,,0,0
Stephen Curry,Golden State Warriors,1/27/18,2017,3975,1610612744,400975474,3,10,42,1,Pullup Jump shot,3PT Field Goal,26,Boston Celtics,145,218,0,0,,0,0
James Harden,Houston Rockets,11/25/17,2017,3992,1610612745,400975033,3,9,1,0,Jump Shot,3PT Field Goal,26,New York Knicks,150,218,0,0,,0,0
Kevin Durant,Golden State Warriors,12/27/17,2017,3202,1610612744,400975260,3,10,48,1,Pullup Jump shot,3PT Field Goal,26,Utah Jazz,151,218,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/13/17,2017,2754,1610612739,400974944,2,9,13,0,Jump Shot,3PT Field Goal,26,New York Knicks,154,218,0,0,,0,0
Goran Dragic,Miami Heat,2/23/18,2017,3423,1610612748,400975625,1,10,45,0,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,154,218,0,0,,0,0
Kevin Durant,Golden State Warriors,10/27/17,2017,3202,1610612744,400974826,3,8,36,0,Jump Shot,3PT Field Goal,26,Washington Wizards,155,218,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/17,2017,3202,1610612744,400974446,3,4,45,0,Jump Shot,3PT Field Goal,27,Cleveland Cavaliers,161,218,0,0,,0,0
Stephen Curry,Golden State Warriors,1/25/18,2017,3975,1610612744,400975459,4,1,38,1,Jump Shot,3PT Field Goal,27,Minnesota Timberwolves,165,218,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/12/17,2017,3978,1610612761,400974939,1,4,38,1,Jump Shot,3PT Field Goal,27,Boston Celtics,-160,219,0,0,,0,0
Draymond Green,Golden State Warriors,11/16/17,2017,6589,1610612744,400974966,2,3,3,0,Pullup Jump shot,3PT Field Goal,27,Boston Celtics,-160,219,0,0,,0,0
Kevin Durant,Golden State Warriors,1/25/18,2017,3202,1610612744,400975459,3,1,15,0,Jump Shot,3PT Field Goal,26,Minnesota Timberwolves,-155,219,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/22/17,2017,3978,1610612761,400975009,1,8,5,1,Jump Shot,3PT Field Goal,25,New York Knicks,-139,219,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/10/18,2017,3102531,1610612752,400975353,5,2,47,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,-134,219,0,0,,0,0
Stephen Curry,Golden State Warriors,10/27/17,2017,3975,1610612744,400974826,3,0,29,1,Running Jump Shot,3PT Field Goal,25,Washington Wizards,-130,219,0,0,,0,0
Kevin Durant,Golden State Warriors,12/4/17,2017,3202,1610612744,400975097,1,6,48,1,Jump Shot,3PT Field Goal,25,New Orleans Pelicans,-129,219,0,0,,0,0
Aaron Gordon,Orlando Magic,12/3/17,2017,3064290,1610612753,400975085,1,0,31,0,Jump Shot,3PT Field Goal,25,New York Knicks,-124,219,0,0,,0,0
James Harden,Houston Rockets,11/22/17,2017,3992,1610612745,400975010,3,1,44,0,Jump Shot,3PT Field Goal,25,Denver Nuggets,-122,219,0,0,,0,0
Draymond Green,Golden State Warriors,1/13/18,2017,6589,1610612744,400975377,2,9,8,0,Jump Shot,3PT Field Goal,24,Toronto Raptors,-120,219,0,0,,0,0
Kevin Durant,Golden State Warriors,11/6/17,2017,3202,1610612744,400974899,4,4,24,0,Jump Shot,3PT Field Goal,24,Miami Heat,-116,219,0,0,,0,0
Marc Gasol,Memphis Grizzlies,10/18/17,2017,3206,1610612763,400974704,1,5,57,0,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,-116,219,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/5/17,2017,3012,1610612761,400975101,2,7,4,0,Running Pull-Up Jump Shot,3PT Field Goal,24,Phoenix Suns,-114,219,0,0,,0,0
Goran Dragic,Miami Heat,4/9/18,2017,3423,1610612748,,1,6,24,0,Jump Shot,3PT Field Goal,24,Oklahoma City Thunder,-112,219,0,0,,0,0
James Harden,Houston Rockets,11/29/17,2017,3992,1610612745,400975059,3,3,8,1,Jump Shot,3PT Field Goal,24,Indiana Pacers,-107,219,0,0,,0,0
DeMar DeRozan,Toronto Raptors,12/26/17,2017,3978,1610612761,400975245,1,9,31,0,Jump Shot,2PT Field Goal,23,Dallas Mavericks,-75,219,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/1/17,2017,3102531,1610612752,400974862,3,10,23,0,Jump Shot,2PT Field Goal,22,Houston Rockets,-32,219,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/19/18,2017,3102531,1610612752,400975418,1,11,45,1,Jump Shot,2PT Field Goal,21,Utah Jazz,-5,219,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,12/20/17,2017,2983,1610612759,400975214,3,11,33,0,Jump Shot,2PT Field Goal,21,Portland Trail Blazers,2,219,0,0,,0,0
Pau Gasol,San Antonio Spurs,1/8/18,2017,996,1610612759,400975342,1,11,7,0,Jump Shot,2PT Field Goal,21,Sacramento Kings,7,219,0,0,,0,0
Kevin Durant,Golden State Warriors,11/16/17,2017,3202,1610612744,400974966,2,3,24,0,Pullup Jump shot,2PT Field Goal,21,Boston Celtics,14,219,0,0,,0,0
Stephen Curry,Golden State Warriors,12/4/17,2017,3975,1610612744,400975097,2,1,30,0,Jump Shot,2PT Field Goal,22,New Orleans Pelicans,66,219,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,1/9/18,2017,1975,1610612760,400975346,4,4,33,1,Jump Shot,3PT Field Goal,24,Portland Trail Blazers,114,219,0,0,,0,0
Kevin Durant,Golden State Warriors,11/4/17,2017,3202,1610612744,400974886,1,7,12,1,Pullup Jump shot,3PT Field Goal,24,Denver Nuggets,119,219,0,0,,0,0
Stephen Curry,Golden State Warriors,1/13/18,2017,3975,1610612744,400975377,1,9,46,0,Step Back Jump shot,3PT Field Goal,25,Toronto Raptors,126,219,0,0,,0,0
James Harden,Houston Rockets,1/24/18,2017,3992,1610612745,400975452,2,6,23,0,Step Back Jump shot,3PT Field Goal,25,Dallas Mavericks,126,219,0,0,,0,0
James Harden,Houston Rockets,11/16/17,2017,3992,1610612745,400974967,2,6,39,1,Pullup Jump shot,3PT Field Goal,25,Phoenix Suns,128,219,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/1/18,2017,3978,1610612761,400975292,5,0,30,0,Pullup Jump shot,3PT Field Goal,25,Milwaukee Bucks,132,219,0,0,,0,0
Aaron Gordon,Orlando Magic,3/2/18,2017,3064290,1610612753,400975672,1,11,4,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,133,219,0,0,,0,0
James Harden,Houston Rockets,3/20/18,2017,3992,1610612745,400975810,1,9,12,1,Step Back Jump shot,3PT Field Goal,26,Portland Trail Blazers,141,219,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,3/1/18,2017,2581018,1610612747,400975668,4,9,11,1,Jump Shot,3PT Field Goal,26,Miami Heat,143,219,0,0,,0,0
Jared Dudley,Phoenix Suns,2/2/18,2017,3201,1610612756,400975519,1,1,36,0,Jump Shot,3PT Field Goal,26,Utah Jazz,147,219,0,0,,0,0
DeMar DeRozan,Toronto Raptors,3/31/18,2017,3978,1610612761,400975886,1,2,4,0,Pullup Jump shot,3PT Field Goal,26,Boston Celtics,150,219,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,2/9/18,2017,2011,1610612739,400975565,3,0,0,1,Jump Shot,3PT Field Goal,26,Atlanta Hawks,154,219,0,0,,0,0
Kyle Lowry,Toronto Raptors,4/11/18,2017,3012,1610612761,400975967,3,10,31,1,Pullup Jump shot,3PT Field Goal,27,Miami Heat,164,219,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/26/18,2017,3032977,1610612749,400975465,2,6,14,1,Jump Shot,3PT Field Goal,27,Brooklyn Nets,169,219,0,0,,0,0
James Harden,Houston Rockets,10/21/17,2017,3992,1610612745,400974783,2,1,27,1,Jump Shot,3PT Field Goal,27,Dallas Mavericks,-163,220,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,1/30/18,2017,1975,1610612760,400975490,1,10,37,0,Jump Shot,3PT Field Goal,27,Washington Wizards,-158,220,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/16/18,2017,4258,1610612740,400975396,1,10,41,1,Jump Shot,3PT Field Goal,26,Boston Celtics,-149,220,0,0,,0,0
Kevin Durant,Golden State Warriors,2/8/18,2017,3202,1610612744,400975561,3,7,7,0,Jump Shot,3PT Field Goal,26,Dallas Mavericks,-141,220,0,0,,0,0
Aaron Gordon,Orlando Magic,11/13/17,2017,3064290,1610612753,400974950,2,5,33,0,Jump Shot,3PT Field Goal,26,Golden State Warriors,-139,220,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/13/17,2017,4258,1610612740,400975161,4,0,23,1,Jump Shot,3PT Field Goal,26,Milwaukee Bucks,-139,220,0,0,,0,0
Marc Gasol,Memphis Grizzlies,1/10/18,2017,3206,1610612763,400975355,3,6,11,0,Jump Shot,3PT Field Goal,25,New Orleans Pelicans,-136,220,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,1/17/18,2017,3032977,1610612749,400975405,4,1,18,0,Jump Shot,3PT Field Goal,25,Miami Heat,-136,220,0,0,,0,0
Kevin Durant,Golden State Warriors,12/11/17,2017,3202,1610612744,400975146,2,2,40,1,Pullup Jump shot,3PT Field Goal,25,Portland Trail Blazers,-135,220,0,0,,0,0
Marc Gasol,Memphis Grizzlies,3/17/18,2017,3206,1610612763,400975786,4,5,17,0,Jump Shot,3PT Field Goal,25,Denver Nuggets,-131,220,0,0,,0,0
James Harden,Houston Rockets,11/11/17,2017,3992,1610612745,400974931,2,0,24,1,Step Back Jump shot,3PT Field Goal,25,Memphis Grizzlies,-129,220,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/23/17,2017,1975,1610612760,400975239,3,11,17,1,Jump Shot,3PT Field Goal,25,Utah Jazz,-125,220,0,0,,0,0
Kevin Durant,Golden State Warriors,1/17/18,2017,3202,1610612744,400975403,2,5,41,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,-123,220,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/8/18,2017,4258,1610612740,400975341,4,9,51,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,-120,220,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/12/17,2017,2011,1610612739,400975148,2,4,42,1,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-119,220,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,4/9/18,2017,2011,1610612739,400975953,2,5,18,0,Jump Shot,3PT Field Goal,24,New York Knicks,-116,220,0,0,,0,0
James Harden,Houston Rockets,10/17/17,2017,3992,1610612745,400974438,2,6,22,1,Step Back Jump shot,3PT Field Goal,24,Golden State Warriors,-114,220,0,0,,0,0
DeMar DeRozan,Toronto Raptors,11/22/17,2017,3978,1610612761,400975009,1,0,4,0,Jump Shot,3PT Field Goal,24,New York Knicks,-112,220,0,0,,0,0
Kevin Durant,Golden State Warriors,3/31/18,2017,3202,1610612744,400975888,3,6,30,0,Jump Shot,3PT Field Goal,24,Sacramento Kings,-111,220,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/30/17,2017,1966,1610612739,400975280,1,0,55,1,Pullup Jump shot,3PT Field Goal,24,Utah Jazz,-108,220,0,0,,0,0
DeMar DeRozan,Toronto Raptors,2/13/18,2017,3978,1610612761,400975593,3,3,23,0,Pullup Jump shot,3PT Field Goal,24,Miami Heat,-108,220,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/11/17,2017,3206,1610612763,400974931,1,6,23,0,Jump Shot,3PT Field Goal,24,Houston Rockets,-106,220,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/17/18,2017,4258,1610612740,400975400,4,4,13,0,Step Back Jump shot,2PT Field Goal,22,Atlanta Hawks,-40,220,0,0,,0,0
Pau Gasol,San Antonio Spurs,1/8/18,2017,996,1610612759,400975342,1,7,9,0,Jump Shot,2PT Field Goal,22,Sacramento Kings,-38,220,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,4/6/18,2017,2581018,1610612747,400975936,3,3,8,0,Pullup Jump shot,2PT Field Goal,22,Minnesota Timberwolves,-38,220,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/7/17,2017,2983,1610612759,400974905,1,4,24,0,Jump Shot,2PT Field Goal,22,Los Angeles Clippers,4,220,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,4/3/18,2017,2011,1610612739,400975902,4,10,38,0,Jump Shot,3PT Field Goal,24,Toronto Raptors,112,220,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/12/17,2017,2581018,1610612747,400975150,1,2,40,0,Pullup Jump shot,3PT Field Goal,25,New York Knicks,121,220,0,0,,0,0
Pau Gasol,San Antonio Spurs,11/22/17,2017,996,1610612759,400975013,3,9,33,1,Jump Shot,3PT Field Goal,25,New Orleans Pelicans,126,220,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,2/26/18,2017,1975,1610612760,400975649,1,3,36,1,Jump Shot,3PT Field Goal,25,Orlando Magic,126,220,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/27/17,2017,3102531,1610612752,400975044,1,5,35,0,Jump Shot,3PT Field Goal,25,Portland Trail Blazers,127,220,0,0,,0,0
Jared Dudley,Phoenix Suns,3/2/18,2017,3201,1610612756,400975679,2,8,58,1,Jump Shot,3PT Field Goal,25,Oklahoma City Thunder,129,220,0,0,,0,0
Stephen Curry,Golden State Warriors,11/8/17,2017,3975,1610612744,400974914,1,0,12,1,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,129,220,0,0,,0,0
Stephen Curry,Golden State Warriors,11/8/17,2017,3975,1610612744,400974914,2,0,3,0,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,130,220,0,0,,0,0
James Harden,Houston Rockets,3/17/18,2017,3992,1610612745,400975782,3,6,48,0,Pullup Jump shot,3PT Field Goal,25,New Orleans Pelicans,131,220,0,0,,0,0
Stephen Curry,Golden State Warriors,1/23/18,2017,3975,1610612744,400975445,2,4,42,0,Jump Shot,3PT Field Goal,25,New York Knicks,133,220,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,12/16/17,2017,3032977,1610612749,400975184,4,0,23,0,Jump Shot,3PT Field Goal,25,Houston Rockets,135,220,0,0,,0,0
Goran Dragic,Miami Heat,11/26/17,2017,3423,1610612748,400975038,4,0,50,1,Jump Shot,3PT Field Goal,25,Chicago Bulls,136,220,0,0,,0,0
Goran Dragic,Miami Heat,12/11/17,2017,3423,1610612748,400975144,3,9,9,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,137,220,0,0,,0,0
James Harden,Houston Rockets,11/18/17,2017,3992,1610612745,400974983,3,4,30,1,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,138,220,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/8/17,2017,3012,1610612761,400975122,1,3,25,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,138,220,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/2/17,2017,2983,1610612759,400974868,1,11,39,1,Jump Shot,3PT Field Goal,26,Golden State Warriors,140,220,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/31/18,2017,1966,1610612739,400975503,2,0,3,0,Step Back Jump shot,3PT Field Goal,26,Miami Heat,140,220,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/15/17,2017,0,1610612739,0,2,0,42,0,Jump Shot,3PT Field Goal,26,Charlotte Hornets,141,220,0,0,,0,0
Kevin Durant,Golden State Warriors,2/26/18,2017,3202,1610612744,400975646,2,4,46,1,Step Back Jump shot,3PT Field Goal,26,New York Knicks,145,220,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/21/17,2017,2011,1610612739,400975217,4,6,5,0,Jump Shot,3PT Field Goal,26,Chicago Bulls,147,220,0,0,,0,0
James Harden,Houston Rockets,11/16/17,2017,3992,1610612745,400974967,4,9,24,0,Jump Shot,3PT Field Goal,26,Phoenix Suns,151,220,0,0,,0,0
Kevin Durant,Golden State Warriors,4/3/18,2017,3202,1610612744,400975909,3,2,5,0,Pullup Jump shot,3PT Field Goal,26,Oklahoma City Thunder,152,220,0,0,,0,0
James Harden,Houston Rockets,1/30/18,2017,3992,1610612745,400975494,4,8,56,1,Jump Shot,3PT Field Goal,26,Orlando Magic,153,220,0,0,,0,0
Kevin Durant,Golden State Warriors,12/3/17,2017,3202,1610612744,400975086,3,2,30,0,Jump Shot,3PT Field Goal,26,Miami Heat,155,220,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/25/17,2017,2581018,1610612747,400974449,2,2,23,1,Jump Shot,3PT Field Goal,27,Minnesota Timberwolves,161,220,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,10/28/17,2017,4258,1610612740,400974828,3,1,5,0,Jump Shot,3PT Field Goal,28,Cleveland Cavaliers,186,220,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/1/18,2017,3206,1610612763,400975507,4,0,50,0,Jump Shot,3PT Field Goal,29,Detroit Pistons,-197,221,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/1/18,2017,3206,1610612763,400975507,3,4,47,0,Jump Shot,3PT Field Goal,28,Detroit Pistons,-186,221,0,0,,0,0
Channing Frye,Cleveland Cavaliers,10/20/17,2017,2754,1610612739,400974443,4,0,32,1,Jump Shot,3PT Field Goal,27,Milwaukee Bucks,-163,221,0,0,,0,0
Kevin Durant,Golden State Warriors,3/29/18,2017,3202,1610612744,400975874,1,11,27,0,Jump Shot,3PT Field Goal,27,Milwaukee Bucks,-159,221,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,4/3/18,2017,3032977,1610612749,400975908,3,10,57,0,Jump Shot,3PT Field Goal,27,Boston Celtics,-158,221,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/12/17,2017,2011,1610612739,400975148,4,10,26,1,Jump Shot,3PT Field Goal,26,Atlanta Hawks,-153,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/28/18,2017,1966,1610612739,400975862,2,0,1,0,Jump Shot,3PT Field Goal,26,Charlotte Hornets,-152,221,0,0,,0,0
James Harden,Houston Rockets,12/3/17,2017,3992,1610612745,400975089,3,3,45,0,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,-152,221,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/27/17,2017,2581018,1610612747,400975261,4,2,28,0,Running Pull-Up Jump Shot,3PT Field Goal,26,Memphis Grizzlies,-150,221,0,0,,0,0
Draymond Green,Golden State Warriors,4/7/18,2017,6589,1610612744,400975941,3,11,3,0,Pullup Jump shot,3PT Field Goal,26,New Orleans Pelicans,-149,221,0,0,,0,0
Kevin Durant,Golden State Warriors,1/10/18,2017,3202,1610612744,400975359,2,6,39,1,Pullup Jump shot,3PT Field Goal,26,Los Angeles Clippers,-147,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/30/18,2017,1966,1610612739,400975493,2,3,13,0,Jump Shot,3PT Field Goal,26,Detroit Pistons,-145,221,0,0,,0,0
Draymond Green,Golden State Warriors,1/25/18,2017,6589,1610612744,400975459,4,9,44,0,Jump Shot,3PT Field Goal,26,Minnesota Timberwolves,-144,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/20/17,2017,1966,1610612739,400974993,1,7,44,1,Jump Shot,3PT Field Goal,26,Detroit Pistons,-144,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/27/17,2017,1966,1610612739,400975042,1,4,54,0,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,-144,221,0,0,,0,0
Stephen Curry,Golden State Warriors,1/8/18,2017,3975,1610612744,400975343,3,0,56,1,Running Jump Shot,3PT Field Goal,26,Denver Nuggets,-144,221,0,0,,0,0
Stephen Curry,Golden State Warriors,10/21/17,2017,3975,1610612744,400974784,1,5,2,0,Running Jump Shot,3PT Field Goal,26,Memphis Grizzlies,-143,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,4/1/18,2017,1975,1610612760,400975896,1,10,39,0,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,-138,221,0,0,,0,0
Aaron Gordon,Orlando Magic,4/4/18,2017,3064290,1610612753,400975916,3,6,0,0,Jump Shot,3PT Field Goal,25,Dallas Mavericks,-136,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/29/17,2017,3012,1610612761,400975268,1,4,23,0,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-135,221,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,2/28/18,2017,3032977,1610612749,400975659,1,11,22,0,Jump Shot,3PT Field Goal,25,Detroit Pistons,-135,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/22/17,2017,1975,1610612760,400975014,3,6,57,0,Jump Shot,3PT Field Goal,25,Golden State Warriors,-134,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,2/26/18,2017,3012,1610612761,400975647,2,2,20,1,Jump Shot,3PT Field Goal,25,Detroit Pistons,-134,221,0,0,,0,0
Kevin Durant,Golden State Warriors,10/27/17,2017,3202,1610612744,400974826,2,0,45,1,Pullup Jump shot,3PT Field Goal,25,Washington Wizards,-134,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,4/1/18,2017,1975,1610612760,400975896,3,3,1,1,Jump Shot,3PT Field Goal,25,New Orleans Pelicans,-133,221,0,0,,0,0
DeMar DeRozan,Toronto Raptors,12/23/17,2017,3978,1610612761,400975231,3,4,55,1,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-132,221,0,0,,0,0
James Harden,Houston Rockets,11/11/17,2017,3992,1610612745,400974931,1,2,51,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-131,221,0,0,,0,0
Aaron Gordon,Orlando Magic,4/11/18,2017,3064290,1610612753,400975968,1,9,57,1,Jump Shot,3PT Field Goal,25,Washington Wizards,-129,221,0,0,,0,0
Aaron Gordon,Orlando Magic,11/20/17,2017,3064290,1610612753,400974994,1,0,35,1,Jump Shot,3PT Field Goal,25,Indiana Pacers,-127,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,10/21/17,2017,1975,1610612760,400974787,3,7,19,0,Jump Shot,3PT Field Goal,25,Utah Jazz,-126,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/16/17,2017,1975,1610612760,400975182,2,5,59,1,Jump Shot,3PT Field Goal,25,New York Knicks,-125,221,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/5/17,2017,3206,1610612763,400974896,3,5,35,0,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,-123,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,11/29/17,2017,3012,1610612761,400975058,2,2,26,1,Jump Shot,3PT Field Goal,25,Charlotte Hornets,-123,221,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/15/17,2017,0,1610612752,0,1,4,28,0,Jump Shot,3PT Field Goal,25,Utah Jazz,-123,221,0,0,,0,0
